HITId,AssignmentId,WorkerId,source,target,gizaAlignments,sureAlignments,possAlignments,sourceHighlights,targetHighlights
3RBI0I35XE322287IV2VKLMHYPH3Y1,35K3O9HUABD1YT42SRW42BFLT4EEFN,AROEBUDI2L9G9,"likewise , the 30-year bond US30YT=RR slid 23/32 for a yield of 4.34 percent , up from 4.30 percent .","the 30-year bond US30YT=RR lost 16/32 , taking its yield to 4.20 percent from 4.18 percent .",21-18 2-0 3-1 4-2 5-3 6-4 7-5 20-17 12-11 15-14 18-15,unchanged,unchanged,unchanged,unchanged
3RDTX9JRTY152K1MCVD5YL56UIH97M,3L6L49WXW0XR4UEKX97I7DCHRKZ54G,A2ZRJMJTE6ID97,"Currently , China has a population of 1.23 billion people .",Now the population in China is 1230 million .,10-8 2-4 5-2,0-0 2-4 5-2 7-6 7-7 8-6 8-7 10-8,3-5 4-5,unchanged,unchanged
3RHLQY6EDT4KMNWKMDK0H54MU15D4M,3QY7M81QH7MR50H66U9VCEF9FCS7KV,A3OKWRLKLYVH4F,"Chirac , who can pardon a law-breaker , refused Humbert 's request last year but kept in close touch with the family .","Chirac , who has the authority to pardon law-breakers , refused Humbert 's request to be allowed to die last year but kept in close touch with the family .",22-29 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 7-9 8-10 9-11 10-12 11-13 0-0 1-1 2-2 6-8 4-7,0-0 1-1 2-2 4-7 5-8 6-8 7-9 8-10 9-11 10-12 11-13 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29,3-3 3-4 3-5 3-6,{},14 15 16 17 18
3RHLQY6EDT4KMNWKMDK0H54MU164DE,3V5Q80FXIXREN1CTFC01Z1HZTA023F,A1EQ2HDHF2WWSY,"In the whole province , nine hundred and sixteen thousand people can now live with adequate clothing and food throughout the year .","The province with population of 916,000 had solved the problem of eating and wearing .",22-14 3-1 1-0 16-13 18-11 10-3,1-0 2-1 3-1 5-2 5-3 5-4 5-5 6-2 6-3 6-4 6-5 7-2 7-3 7-4 7-5 8-2 8-3 8-4 8-5 9-2 9-3 9-4 9-5 10-2 10-3 10-4 10-5 16-13 17-12 18-11 22-14,11-6 11-7 11-8 11-9 12-6 12-7 12-8 12-9 13-6 13-7 13-8 13-9 14-6 14-7 14-8 14-9,19 20 21,{}
3RIHDBQ1NEYH2TQSED3MUK0K8KKHMV,3TESA3PJ31A5GROWVCO0A943Z6BMMJ,A4H1NYJVE7C53,The township enterprises create one third of Fujian 's GDP .,The gross national product of the industry of villages and towns made up 1/3 of the GNP of Fujian Province .,10-20 6-17 7-18 3-11 2-6 0-5 9-16 1-10,0-5 1-10 2-6 2-7 2-8 3-11 6-17 7-18 9-16 10-20,{},unchanged,unchanged
3RKHNXPHGWWRHRW9T0X5YMX6DNRKUU,3FTOP5WARFOIC5B43AOAWK59S99J0V,A2ZRJMJTE6ID97,Thus it could show some credibility that could be relied on in the future '' .,By doing this they would prove creditability that we can take recourse to in future .,15-15 13-14 3-5 11-13,3-5 5-6 6-7 7-9 7-10 8-9 8-10 11-13 13-14 15-15,9-11 10-11,0 1 2 4 12 14,0 1 2 3 4 8 12
3RKHNXPHGWWRHRW9T0X5YMX6DNRUK4,38F71OA9GTWZAHWF9PKNFJKU25NFMT,A34QZDSTKZ3JO9,"he praised the work of the Rhodes Trust , saying that it was a Rhodes scholar at Oxford who first interested him in politics .","Blair praised the work of the Rhodes Trust , saying it was an Australian Rhodes Scholar he met while at Oxford who first interested him in politics .",24-27 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 11-10 12-11 14-14 15-15 13-12,1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-14 15-15 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27,0-0,10,13 16 17 18
3ROUCZ907FUFUDXRV6DP6XMQF6DOO5,3WETL7AQWT86MYVGXV2ZX8KBDK453W,A34QZDSTKZ3JO9,"'' she was crying and scared '' , said Isa Yasin , the owner of the store .","'' she was crying and she was really scared '' , said Yasin .",17-13 0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12,0-0 1-1 1-5 2-2 2-6 3-3 4-4 5-8 6-9 7-10 8-11 9-12 10-12 12-12 13-12 14-12 15-12 16-12 17-13,{},unchanged,unchanged
3RQVKZ7ZRKJU20GNRMYQOYXSOC727N,3AMYWKA6YBMRRROGLCWWDHWM47MO63,A2HNL20X0Q9BP0,"As soon as Thailand finds any foreign-armed personnel within the territory of Thailand , the authority will confiscate their weapons and prosecute them .","Once any armed foreign person were to be discovered undertaking such activities in Thailand , Thailand would disarm and deal with him according to law .",23-25 12-13 13-14 7-4 5-1 3-15 4-8 6-3 6-2,0-0 1-0 2-0 5-1 6-2 6-3 7-4 8-12 9-12 10-12 11-12 12-13 13-14 14-15 15-15 17-17 18-17 19-17 20-18 21-19 21-20 21-22 21-23 21-24 23-25,3-13 3-15 4-5 4-6 4-7 4-8 12-15 14-13 15-13 16-16 22-21,{},9 10 11
3RSBJ6YZECQLO0KYW3UZJ3DCN5LOFI,3GD6L00D3SX8K2272Q52QHG01WRM1O,A2ZRJMJTE6ID97,"the intelligence service , headed by Fujimori 's spy chief , Vladimiro Montesinos , was accused of torture , drug trafficking and disappearances .","the head of the intelligence service under Mr. Fujimori , Vladimiro Montesinos , was accused of tortures and disappearances .",23-19 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 0-3 1-4 2-5 21-17 22-18 4-1 6-8,unchanged,unchanged,3 5 7 8 9 18 19 20,0 2 6 7
3RSBJ6YZECQLO0KYW3UZJ3DCN5MFOA,3G5W44VEU7IAYTS7ZXDPIRS2EFRKGR,A4H1NYJVE7C53,I loved the Brazilian music I played .,"'' I 've played Brazilian music , but I 'm not Brazilian .",7-12 3-4 4-5 6-3,0-1 3-4 4-5 5-8 6-3 7-12,{},1 2,0 2 6 7 9 10 11
3RTFSSG7T86FT13W90O7VAVIN36WL7,3R2PKQ87NW8JK8Y5AXQ8IGXMIXKMIW,A2ZRJMJTE6ID97,"this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' , he told reporters .",this is a process and there will be other opportunities for people to participate in the rebuilding of Iraq '' .,24-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19,unchanged,unchanged,20 21 22 23,{}
3RTFSSG7T86FT13W90O7VAVIN37LWX,3TOK3KHVJTIAVR2L4M1OJVWIZHTO7N,A1EQ2HDHF2WWSY,"For this reason , the Youth League is calling on the Malaysian people to wholeheartedly resist foreign attempts to sabotage state tranquility .","Therefore , the NFYL calls upon the nation to protect the national peace and security from the damage of foreigners .",22-20 3-1 4-2 12-7 10-6 16-19 19-17 8-4 20-11 13-8,3-1 4-2 5-3 6-3 7-4 7-5 8-4 8-5 9-4 9-5 10-6 11-6 11-7 12-6 12-7 13-8 16-19 20-11 22-20,0-0 1-0 2-0 14-9 14-10 15-9 15-10 17-15 17-16 17-17 17-18 18-15 18-16 18-17 18-18 19-15 19-16 19-17 19-18 21-12 21-13 21-14,unchanged,unchanged
3RWB1RTQDJNUULMC3P18YB1GA658P3,35GMH2SV3EHV46HVRUFUP5OZL48OEK,A1EQ2HDHF2WWSY,the numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,"as stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .",21-29 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 0-3 1-4 5-12 6-13 4-9 2-11,0-3 1-4 2-11 3-8 4-9 5-12 6-13 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 21-29,0-10 1-10 7-14,{},0 1 2 7
3RWB1RTQDJNUULMC3P18YB1GA65P8K,39KFRKBFINVTABYMRVROW8GF3G1YOX,A1EQ2HDHF2WWSY,former chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors .,"last week , former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government 's investigation .",23-25 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 0-3 1-4 2-5 3-6 4-7 17-16 18-17 19-18 20-19 21-20 5-8,0-3 1-4 2-5 3-6 4-7 5-8 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 17-16 18-17 19-18 20-19 21-20 23-25,22-21 22-22 22-23 22-24,14 15 16,0 1
3RWB1RTQDJNUULMC3P18YB1GA668P4,33NF62TLXJ2KPVI873YSF4KI682JKQ,A2ZRJMJTE6ID97,they used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .,24-24 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 4-9 5-10 6-11 3-6 10-13 12-5,2-8 3-6 4-9 5-10 6-11 10-13 12-5 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24,{},0 1 7 8 9 11 13,0 1 2 3 4 7
3RWO3EJELH9CJL2R44STJ1E8W0Z1PC,36NEMU28XFD1L3IAZEUNJ76UX8CMWX,A1EQ2HDHF2WWSY,The Punjabi-speaking in my circle pronounce it as Ghinta .,Any Punjabis I am around usually speak in Ghanta .,9-9 5-6 1-1,0-0 1-1 7-7 8-8 9-9,2-2 2-3 2-4 3-2 3-3 3-4 4-2 4-3 4-4 5-5 5-6 6-5 6-6,unchanged,unchanged
3RWO3EJELH9CJL2R44STJ1E8W0ZP10,3A1COHJ8NJV43OLHAEY4DMVCYFNH8H,A2ZRJMJTE6ID97,Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .,Rowland was making an appearance at a holiday party for families of Connecticut National Guard soldiers assigned to duty in Iraq and Afghanistan .,20-23 10-10 11-11 12-12 13-13 14-14 15-15 4-8 3-6 1-0 19-18 8-9 17-17,unchanged,unchanged,unchanged,unchanged
3RWSQDNYL9MRIN75X0B9W94YV4VFFO,37Z929RLG98CRHRLO6LY8WY1L44TSK,A2NV5CA59IXOAY,experts said the case marks one of the first times in which a parent was charged with contributing to a child 's suicide .,legal experts say the case may mark the first time a parent has been convicted of contributing to a child 's suicide .,23-22 17-16 18-17 19-18 20-19 21-20 22-21 0-1 1-2 2-3 3-4 7-7 8-8 9-9 12-10 13-11 4-6,0-1 1-2 2-3 3-4 7-7 8-8 9-9 12-10 13-11 15-14 17-16 18-17 19-18 20-19 21-20 22-21 23-22,4-5 4-6 14-12 14-13,{},0
3RZS0FBRWKAW6OCPK1HD0XXZ0XQPCQ,3IKZ72A5B4G5SZHFLQZNSY9U7VPFNL,A34QZDSTKZ3JO9,Mr. Stevens has also told his officers that information from British intelligence indicates there are more al Qaeda agents in Britain than previously thought .,Sir John has also told his officers that information from British intelligence indicates there are more al-Qa`eda agents in Britain than previously thought .,24-25 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 18-19 19-20 20-21 21-22 22-23 23-24 0-0 17-16,2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-16 18-17 19-18 20-19 21-20 22-21 23-22 23-24 24-23 24-25,{},0 1,0 1
3S1L4CQSFX5WMWQXMKPHI8T7YOHAF5,39N5ACM9HENWUA2FYJCNMRSE4CEP9I,A4H1NYJVE7C53,The one who won the heart so quickly .,She had a way of securing a place in people 's hearts pretty quickly as well .,8-16 5-11 7-13,unchanged,unchanged,unchanged,unchanged
3S1L4CQSFX5WMWQXMKPHI8T7YOIFAB,3180JW2OT4CH7CX50GUMDF109H75JP,A4H1NYJVE7C53,I learnt about my mistake because of your encouragement .,"I see now what I did wrong , thanks to your advice .",9-12 4-6,unchanged,unchanged,unchanged,unchanged
3S1WOPCJFGTFHBT5LFIOTPBQCAXEJ8,3JC6VJ2SABJ66JU16AH9KGYHJUV5AR,A1I6P3XTSPFEK5,"If you talk about calling for a revolution again , you 'll have no way of avoiding the chop !","You can clamor for revolution , but you ca n't escape from being beheaded !",19-14 7-4 16-10 5-3,1-0 2-2 5-3 7-4 10-7 12-8 12-9 13-8 13-9 14-8 14-9 15-8 15-9 16-10 16-11 17-12 17-13 18-12 18-13 19-14,{},unchanged,unchanged
3S1WOPCJFGTFHBT5LFIOTPBQCAXJED,3VHHR074H3H2P6ZORULWRESO4D17L4,A34QZDSTKZ3JO9,It may well say that the newly elected president will meet the same old problems .,"In other words , what the president-elect has to face will still be the old problems .",15-16 13-14 14-15 10-9 8-6 11-13,5-5 6-6 7-6 8-6 9-7 9-8 9-9 10-7 10-8 10-9 11-13 13-14 14-15 15-16,{},12,0 1 2 3 4 10 11 12
3S37Y8CWI80JVTWB38PQ9TT71HBW4E,38F5OAUN5NC03AGY096YZMZHNVG7HJ,A4H1NYJVE7C53,So this meeting has disturbed many people !,"Because of this meeting , many friends are in doubt .",7-10 1-2 2-3 5-5,1-2 2-3 5-5 7-10,4-7 4-8 4-9 6-6,unchanged,unchanged
3S37Y8CWI80JVTWB38PQ9TT71HC4WN,3II4UPYCOJ7TXCGBACWE8S1E0UXQDB,A2ZRJMJTE6ID97,China 's exporting of missile technology is always an issue of friction between U.S. and China relations .,That China exports missile technology has frequently had a brush in the Sino-American relationship .,17-14 4-3 5-4 2-2 0-1 16-13,0-1 1-1 2-2 4-3 5-4 16-13 17-14,{},6 7 8 9 10 11 12 13 14 15 16,5 6 7 8 9 10 11 12
3S4TINXCC0NVBJ8IR1830DMR87TOB0,3I7DHKZYGN012AB9HQ31YH98GAR5FN,A4H1NYJVE7C53,"The bright sunshine suddenly disappeared , and wave after wave of blackness appeared in front of me .",The dazzling sun suddenly disappeared . I suffered from blackout spells .,17-11 3-3 4-4 2-2 0-0,unchanged,unchanged,1 5 6 7 8 9 10 11 12 13 14 15 16,1 5 6 7 8 9 10
3S4TINXCC0NVBJ8IR1830DMR87UBOO,34V1S5K3GS1OK4KAJNDEGR1X97C69H,A34QZDSTKZ3JO9,"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .",16-20 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 2-2 3-3 1-1,0-0 1-1 2-2 3-3 5-8 6-9 7-10 8-7 8-11 9-12 10-13 11-14 13-4 14-5 15-6 16-20,{},4,15 16 17 18 19
3S829FDFT21BKPKU6OM5EG1KNWBDX2,3X65QVEQI0N81NUKIBT770K25NZCL7,A4H1NYJVE7C53,"Patients can adopt this treatment to recover from their illnesses , while healthy people can adopt it to remain healthy .",The patient should undergo this treatment for recovery in order to regain health .,20-13 3-4 4-5 6-11 5-10 0-1 12-12,0-1 3-4 4-5 5-10 6-7 6-11 12-12 20-13,{},unchanged,unchanged
3S829FDFT21BKPKU6OM5EG1KNWBXDM,3SB4CE2TJVVF82EBCG04CZP1CTUAXV,A4H1NYJVE7C53,The spokesman said that Alatas did guarantee a gradual reduction of Indonesian troops in East Timor .,Sassel said Raladasie used to promise to gradually reduce Indonesia military forces stationed in East Timor .,16-16 13-13 14-14 15-15 2-1 11-9 9-8 12-11 8-7,unchanged,unchanged,0 1 3 4 5 6 7 10,0 2 3 4 5 6 10 12
3S8A4GJRD33KVR0KWMD9KPU7QZFV6O,3Q5C1WP23M1ACVH1AROG9F5EF0Q514,A4H1NYJVE7C53,"This period was characterized by fiefdoms , namely land fiefdoms .","Those ages featured the feudal system , i.e . land holding .",10-11 8-9,8-9 9-10 10-11,{},unchanged,unchanged
3S8A4GJRD33KVR0KWMD9KPU7QZG6V0,35K3O9HUABD1YT42SRW42BFLT4IEFR,A34QZDSTKZ3JO9,British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .,15-18 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 1-2 0-0 2-17 4-3,0-0 1-1 1-2 4-3 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 15-18,{},2 3 9 10,4 13 14 15 16 17
3S8APUMBJXJ156VPSYPDDJDDG63BF2,35L9RVQFCOI21LSUDHZ99ED1V7IHU2,AROEBUDI2L9G9,"Nowadays , the direct investment projects of foreign capital were 800 , and the capital was above US $ 80 million .","At present , exclusively foreign-owned enterprises participate in eight hundred agricultural projects , with a total of eight hundred million US dollars in Jiangsu province .",21-25 17-20 20-19 18-21 5-5 7-4,1-2 1-12 5-5 5-11 7-4 10-8 10-9 10-17 10-18 11-2 11-12 17-20 18-21 20-19 21-25,0-0 0-1,unchanged,unchanged
3S8APUMBJXJ156VPSYPDDJDDG63FB6,3Z4XG4ZF48R1PELWFIGQG8J6M6H8XE,A2ZRJMJTE6ID97,I loved the Brazilian music I played .,"'' I 've played Brazilian music , but I 'm not Brazilian .",7-12 3-4 4-5 6-3,0-1 3-4 4-5 5-8 6-3 7-12,{},1 2,0 2 6 7 9 10
3SA4EMRVJV2CCWH98LOT5WVYR8T0P8,3CCZ6YKWR7JS10KWE439OLNXDCD59C,A2ZRJMJTE6ID97,Taiyimamu also attributed Malysia 's recently tarnished international image to Anwar .,Taiyi also blamed Hua An for damaging the International image of Malaysia .,11-12 7-8 8-9 2-2 1-1,0-0 1-1 3-11 7-8 8-9 11-12,{},unchanged,unchanged
3SA4EMRVJV2CCWH98LOT5WVYR8TP0X,37Q970SNZE8BIXFCMN1O2QF6TKY1S2,A2ZRJMJTE6ID97,"He was taken immediately to a hospital for emergency treatment , but so far he is still in a critical condition .",He was sent to hospital and did not pass through dangerous stage .,21-12 0-0 1-1 6-4 4-3,0-0 1-1 4-3 6-4 19-10 20-11 21-12,{},unchanged,unchanged
3SA4EMRVJV2CCWH98LOT5WVYR8U0P9,3DR23U6WE5EBHYM3NB1TJFUMKCWTEI,A34QZDSTKZ3JO9,"these plans would offer preventive health coverage as well as protection against catastrophic health-care expenses , neither of which is currently available under the government-run program .","the latter would offer preventive health coverage as well as protection against unexpected healthcare expenses , neither of which is currently available under Medicare .",26-24 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 13-13,2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 24-23 25-23 26-24,0-1 1-1,12 23,0
3SBNLSTU6U50PKK976AQB1HVVW9DZZ,37XITHEISW9J4LPXNVQ3TCT1BF5CRE,A4H1NYJVE7C53,Annan condemns Israeli military for ignoring safety of civilians .,Annan condemned Israel 's military action did not consider the security of civil lives .,9-14 1-1 0-0 2-2 3-4 6-10 8-12 7-11,unchanged,unchanged,unchanged,unchanged
3SBX2M1TKDNEBW0PRZQKH4BLDGV4QJ,3CN4LGXD5XOP6IO48BCFIAAAMPT4YL,A2NV5CA59IXOAY,former chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors .,"last week , former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government 's investigation .",23-25 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 0-3 1-4 2-5 3-6 4-7 17-16 18-17 19-18 20-19 21-20 5-8,unchanged,unchanged,14 15 16 22,0 1 21 22 23 24
3SBX2M1TKDNEBW0PRZQKH4BLDGVQ45,3HUTX6F6VUN39Q5FYAKTN4FAO2KO2M,A2HNL20X0Q9BP0,"We said to the evil-mouthed fellow without anger , `` Please do n't show such evil manners any more .","I scolded this outspoken fellow , slightly angrily , asking him to stop being silly .",19-15 5-4 10-9,5-4 8-8 19-15,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 2-0 2-1 2-2 2-3 3-0 3-1 3-2 3-3 4-0 4-1 4-2 4-3 9-9 9-10 9-11 9-12 9-13 10-9 10-10 10-11 10-12 10-13 11-9 11-10 11-11 11-12 11-13 12-9 12-10 12-11 12-12 12-13 13-9 13-10 13-11 13-12 13-13 14-9 14-10 14-11 14-12 14-13 17-9 17-10 17-11 17-12 17-13 18-9 18-10 18-11 18-12 18-13,6 7 15 16,5 6 7 14
3SCKNODZ0XGQRM5GD5WAGM0QZ7Y7NJ,3TR2532VIPUDQGXJ5Z4R5LF05DF6J5,A2ZRJMJTE6ID97,"At the time , the talk broke down because of a demand brought forward by North Korea .",That meeting was interrupted due to North Korea 's demand .,17-10 15-6 16-7 11-9 6-3,6-3 11-9 15-6 16-7 17-10,{},0 1 2 3 4 5 7 8 9 10 12 13 14,0 1 2 4 5 7
3SCKNODZ0XGQRM5GD5WAGM0QZ7YN7Z,3634BBTX0OUDEY6OOAMVNQDDLWVFI5,A2ZRJMJTE6ID97,The Lebanese PM Saleem Al Hass inaugurated the conference .,Lebanese Prime Minister Salim Hoss gave the keynote address .,9-9 1-0 2-1 3-3,1-0 2-1 2-2 3-3 3-4 4-3 4-4 5-3 5-4 9-9,8-8,unchanged,unchanged
3SD15I2WD2U0JIY1CC731U2OZFN633,31Q0U3WYDPFPZZVKYK3D7ZJA66Y17S,A4H1NYJVE7C53,"I did n't rest until 3AM , when they closed .","I went to bed at 3 am , then the Naat recitations ended after a while .",10-16 9-12,unchanged,unchanged,unchanged,unchanged
3SD15I2WD2U0JIY1CC731U2OZFO634,38JBBYETQOAR0D7D8A0LB7IU4DK4E2,A2ZRJMJTE6ID97,"So far , their whereabouts are unknown .","At present , no one knows the where about of these two .",7-12,2-2 4-7 4-8 6-3 6-4 6-5 7-12,0-0 0-1 1-0 1-1,3 5,6 9 10 11
3SMIWMMK615ICRQQIEG8MXR10U0UW0,3Y5140Z9DXGP5BVI2DI0ZKRHN2IPII,A34QZDSTKZ3JO9,"Therefore , the youth league calls on the Malaysians to join hands in foiling the attempt by foreign forces to create instability in the country .","Therefore , the NFYL calls upon the nation to protect the national peace and security from the damage of foreigners .",25-20 0-0 1-1 2-2 5-4 24-7 23-6 17-19,0-0 1-1 2-2 3-3 4-3 5-4 6-5 7-6 8-7 9-8 17-19 18-19 23-6 24-7 25-20,10-12 11-12,12 13 14 15 16 19 20 21 22,9 10 11 13 14 15 16 17 18
3SNR5F7R92TJM09Z3XXOHOWQZV8EIW,3Y5140Z9DXGP5BVI2DI0ZKRHN29PI9,A3OKWRLKLYVH4F,I was surprised it turned out me talking and the president just listening .,'' I was surprised it turned out me talking and the president just listening . . . it was mostly a monologue '' .,13-21 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13,0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-23,{},{},0 14 15 16 17 18 19 20 21 22
3SNR5F7R92TJM09Z3XXOHOWQZV8IE0,3JAOYWH7VI463PNH6RJG5AJUZ3PL9U,A34QZDSTKZ3JO9,"his 1996 Chevrolet Tahoe was found abandoned June 25 in a Virginia Beach , Va. , parking lot .","his sport utility vehicle was found June 25 , abandoned without its license plates in Virginia Beach , Va.",18-19 11-15 12-16 13-17 4-4 5-5 7-6 8-7 6-9 14-18,0-0 4-4 5-5 6-9 7-6 8-7 9-14 11-15 12-16 13-17 14-18 18-19,1-1 1-2 1-3 2-1 2-2 2-3 3-1 3-2 3-3,10 15 16 17 18,8 10 11 12 13
3SR6AEG6W5THWAF6XGRXOFNRHUXYH1,3R6BYFZZP7CA4TVJNWMWQ00S99KFXQ,A1EQ2HDHF2WWSY,She heard the steps grow distant and disappear . She trembled .,She heard the footsteps fade away entirely and a tremor flowed in her limbs ...,0-0 1-1 2-2 3-3 7-4,0-0 1-1 2-2 3-3 9-0,4-4 4-5 4-6 5-4 5-5 5-6 6-4 6-5 6-6 7-4 7-5 7-6 10-8 10-9 10-10 10-11 10-12 10-13,unchanged,unchanged
3SR6AEG6W5THWAF6XGRXOFNRHUYYH2,3IX2EGZR7BJ6CZV3XN7PGG6W1Z4RJX,A3OKWRLKLYVH4F,but Mr Robinson urged the voters to be '' kind and sensitive and gentle '' to the believers who '' will not understand what you 've done here today '' .,but he urged the delegates who elected him to be '' kind and sensitive and gentle '' to believers who '' will not understand what you 've done here today '' .,30-31 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 28-29 29-30 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 3-2 4-3 0-0,0-0 3-2 4-3 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 28-29 29-30 30-31,1-1 2-1 5-4 5-5 5-6 5-7,16,{}
3SSN80MU8COJYVQ4Y58SITWA757XKY,3P1L2B7AD1P9ACRN8G2Y20EJU1IOLG,A4H1NYJVE7C53,What kind of grieves and mourn are this which please the entire nation ?,"The whole nation is happy about the `` sorrowful night , '' and `` condolence meeting . ''",12-2 10-0 11-1 9-4,9-4 10-0 11-1 12-2 13-17,{},0 1 2 3 4 5 6 7 8,3 6 7 8 9 10 11 12 13 14 15 16
3SSN80MU8COJYVQ4Y58SITWA758KXM,3A1COHJ8NJV43OLHAEY4DMVCYFD8HY,A2ZRJMJTE6ID97,Rescue work had ended by the early morning of January 21 .,"Until this morning , emergency and evacuation working had been finished .",11-11 1-7 2-8 0-4 3-10 7-2,0-4 1-7 2-8 2-9 2-10 3-8 3-9 3-10 7-2 11-11,{},4 5 6 9 10,0 1 3 5 6
